IdSerie,NumStagione,NumEpisodi,AnnoStagione,idStagione
80057918,1,13,Anno di uscita: 2016,1
80057918,2,18,Anno di uscita: 2016,2
80057918,3,26,Anno di uscita: 2017,3
80057918,4,10,Anno di uscita: 2019,4
80057918,5,16,Anno di uscita: 2020,5
80057918,6,10,Anno di uscita: 2021,6
70153404,1,24,Anno di uscita: 1994,7
70153404,2,24,Anno di uscita: 1995,8
70153404,3,25,Anno di uscita: 1996,9
70153404,4,24,Anno di uscita: 1997,10
70153404,5,24,Anno di uscita: 1998,11
70153404,6,25,Anno di uscita: 1999,12
70153404,7,24,Anno di uscita: 2000,13
70153404,8,24,Anno di uscita: 2001,14
70153404,9,24,Anno di uscita: 2002,15
70153404,10,17,Anno di uscita: 2003,16
80232926,1,6,Anno di uscita: 2020,17
80232926,2,6,Anno di uscita: 2021,18
80154285,1,10,Anno di uscita: 2016,19
80154285,2,10,Anno di uscita: 2017,20
80154285,3,10,Anno di uscita: 2018,21
81221380,1,8,Anno di uscita: 2021,22
80244953,1,8,Anno di uscita: 2021,23
80241855,1,8,Anno di uscita: 2018,24
80241855,2,8,Anno di uscita: 2020,25
80002479,1,6,Anno di uscita: 2013,26
80002479,2,6,Anno di uscita: 2014,27
80002479,3,6,Anno di uscita: 2016,28
80002479,4,6,Anno di uscita: 2017,29
80002479,5,6,Anno di uscita: 2018,30
70143836,1,7,Anno di uscita: 2008,31
70143836,2,13,Anno di uscita: 2009,32
70143836,3,13,Anno di uscita: 2010,33
70143836,4,13,Anno di uscita: 2011,34
70143836,5,16,Anno di uscita: 2012,35
80174608,1,8,Anno di uscita: 2021,36
80174608,2,18,Anno di uscita: 2019,37
80057281,1,8,Anno di uscita: 2016,38
80057281,2,9,Anno di uscita: 2017,39
80057281,3,8,Anno di uscita: 2019,40
70301870,1,9,Anno di uscita: 2013,41
70301870,2,10,Anno di uscita: 2014,42
70301870,3,10,Anno di uscita: 2015,43
70301870,4,20,Anno di uscita: 2016,44
70301870,5,20,Anno di uscita: 2017,45
70301870,6,20,Anno di uscita: 2019,46
80192098,1,13,Anno di uscita: 2017,47
80192098,2,9,Anno di uscita: 2017,48
80192098,3,8,Anno di uscita: 2019,49
80192098,4,8,Anno di uscita: 2020,50
80192098,5,10,Anno di uscita: 2021,51
80049714,1,10,Anno di uscita: 2015,52
80049714,2,10,Anno di uscita: 2017,53
80049714,3,5,Anno di uscita: 2021,54
70299043,1,25,Anno di uscita: 2013,55
70299043,2,12,Anno di uscita: 2017,56
70299043,3,12,Anno di uscita: 2018,57
70299043,4,10,Anno di uscita: 2019,58
70299043,5,16,Anno di uscita: 2020,59
70281562,1,22,Anno di uscita: 2013,60
70281562,2,23,Anno di uscita: 2014,61
70281562,3,23,Anno di uscita: 2015,62
70281562,4,22,Anno di uscita: 2016,63
70281562,5,22,Anno di uscita: 2017,64
70281562,6,18,Anno di uscita: 2019,65
70281562,7,13,Anno di uscita: 2020,66
80021955,1,10,Anno di uscita: 2015,67
80021955,2,10,Anno di uscita: 2016,68
80021955,3,10,Anno di uscita: 2017,69
80021955,4,10,Anno di uscita: 2018,70
80021955,5,10,Anno di uscita: 2020,71
80021955,6,5,Anno di uscita: 2022,72
80241181,1,22,Anno di uscita: 2018,73
80241181,2,18,Anno di uscita: 2019,74
80025678,1,10,Anno di uscita: 2016,75
80025678,2,10,Anno di uscita: 2017,76
80025678,3,10,Anno di uscita: 2019,77
80025678,4,10,Anno di uscita: 2020,78
80095241,1,4,Anno di uscita: 2017,79
80095241,2,8,Anno di uscita: 2018,80
80095241,3,10,Anno di uscita: 2020,81
80095241,4,10,Anno di uscita: 2021,82
70264888,1,3,Anno di uscita: 2019,83
70264888,2,6,Anno di uscita: 2017,84
70264888,3,6,Anno di uscita: 2016,85
70264888,4,4,Anno di uscita: 2013,86
70264888,5,3,Anno di uscita: 2011,87
70283264,1,13,Anno di uscita: 2014,88
70283264,2,16,Anno di uscita: 2014,89
70283264,3,16,Anno di uscita: 2016,90
70283264,4,13,Anno di uscita: 2017,91
70283264,5,13,Anno di uscita: 2018,92
70283264,6,13,Anno di uscita: 2019,93
70283264,7,16,Anno di uscita: 2020,94
80117552,1,10,Anno di uscita: 2017,95
80117552,2,10,Anno di uscita: 2018,96
80117552,3,10,Anno di uscita: 2020,97
80117552,4,14,Anno di uscita: 2022,98
81002370,1,10,Anno di uscita: 2018,99
81002370,2,10,Anno di uscita: 2019,100
81002370,3,10,Anno di uscita: 2021,101
81002370,4,10,Anno di uscita: 2021,102
70143860,1,22,Anno di uscita: 2009,103
70143860,2,22,Anno di uscita: 2010,104
70143860,3,22,Anno di uscita: 2011,105
70143860,4,23,Anno di uscita: 2012,106
70143860,5,22,Anno di uscita: 2013,107
70143860,6,22,Anno di uscita: 2014,108
70143860,7,22,Anno di uscita: 2015,109
70143860,8,16,Anno di uscita: 2016,110
80074249,1,10,Anno di uscita: 2015,111
80074249,2,10,Anno di uscita: 2017,112
80074249,3,10,Anno di uscita: 2018,113
80074249,4,10,Anno di uscita: 2020,114
80074249,5,10,Anno di uscita: 2022,115
80189685,1,8,Anno di uscita: 2019,116
80189685,2,8,Anno di uscita: 2021,117
80014749,1,11,Anno di uscita: 2013,118
80014749,2,10,Anno di uscita: 2015,119
80014749,3,10,Anno di uscita: 2017,120
80014749,4,10,Anno di uscita: 2019,121
80014749,5,10,Anno di uscita: 2021,122
70155589,1,25,Anno di uscita: 2009,123
70155589,2,23,Anno di uscita: 2010,124
70155589,3,22,Anno di uscita: 2011,125
70155589,4,13,Anno di uscita: 2013,126
70155589,5,13,Anno di uscita: 2014,127
70155589,6,13,Anno di uscita: 2015,128
80176085,1,10,Anno di uscita: 2017,129
80176085,2,10,Anno di uscita: 2018,130
80176085,3,10,Anno di uscita: 2019,131
80176085,4,16,Anno di uscita: 2020,132
80232398,1,8,Anno di uscita: 2020,133
80232398,2,8,Anno di uscita: 2022,134
70195800,1,12,Anno di uscita: 2011,135
70195800,2,16,Anno di uscita: 2012,136
70195800,3,16,Anno di uscita: 2013,137
70195800,4,16,Anno di uscita: 2014,138
70195800,5,16,Anno di uscita: 2015,139
70195800,6,16,Anno di uscita: 2016,140
70195800,7,16,Anno di uscita: 2017,141
70195800,8,16,Anno di uscita: 2018,142
70195800,9,10,Anno di uscita: 2019,143
80135674,1,13,Anno di uscita: 2016,144
80135674,2,25,Anno di uscita: 2017,145
80100172,1,10,Anno di uscita: 2017,146
80100172,2,8,Anno di uscita: 2019,147
80100172,3,8,Anno di uscita: 2020,148
70158329,1,25,Anno di uscita: 1987,149
70158329,2,22,Anno di uscita: 1988,150
70158329,3,26,Anno di uscita: 1989,151
70158329,4,26,Anno di uscita: 1990,152
70158329,5,26,Anno di uscita: 1991,153
70158329,6,26,Anno di uscita: 1992,154
70158329,7,26,Anno di uscita: 1993,155
80177342,1,10,Anno di uscita: 2018,156
80177342,2,13,Anno di uscita: 2019,157
80177342,3,11,Anno di uscita: 2020,158
80177342,4,16,Anno di uscita: 2021,159
70300800,1,12,Anno di uscita: 2014,160
70300800,2,12,Anno di uscita: 2015,161
70300800,3,12,Anno di uscita: 2016,162
70300800,4,12,Anno di uscita: 2017,163
70300800,5,12,Anno di uscita: 2018,164
70300800,6,16,Anno di uscita: 2019,165
80066080,1,16,Anno di uscita: 2016,166
80066080,2,17,Anno di uscita: 2016,167
80066080,3,18,Anno di uscita: 2017,168
80066080,4,16,Anno di uscita: 2018,169
80066080,5,15,Anno di uscita: 2020,170
70153373,1,5,Anno di uscita: 1989,171
70153373,2,12,Anno di uscita: 1991,172
70153373,3,22,Anno di uscita: 1991,173
70153373,4,22,Anno di uscita: 1992,174
70153373,5,21,Anno di uscita: 1993,175
70153373,6,23,Anno di uscita: 1994,176
70153373,7,22,Anno di uscita: 1995,177
70153373,8,22,Anno di uscita: 1996,178
70153373,9,22,Anno di uscita: 1997,179
80133311,1,13,Anno di uscita: 2017,180
80133311,2,22,Anno di uscita: 2017,181
80133311,3,22,Anno di uscita: 2018,182
80133311,4,19,Anno di uscita: 2019,183
80133311,5,19,Anno di uscita: 2021,184
80197526,1,8,Anno di uscita: 2019,185
80197526,2,8,Anno di uscita: 2020,186
80197526,3,8,Anno di uscita: 2019,187
80186863,1,10,Anno di uscita: 2019,188
80186863,2,10,Anno di uscita: 2020,189
80218200,1,11,Anno di uscita: 2018,190
80218200,2,13,Anno di uscita: 2019,191
80218200,3,13,Anno di uscita: 2021,192
81423620,1,8,Anno di uscita: 2021,193
80994082,1,5,Anno di uscita: 2021,194
80994082,2,5,Anno di uscita: 2021,195
80175802,1,8,Anno di uscita: 2017,196
80175802,2,8,Anno di uscita: 2018,197
80175802,3,8,Anno di uscita: 2020,198
70140358,1,22,Anno di uscita: 2003,199
70140358,2,18,Anno di uscita: 2004,200
70140358,3,13,Anno di uscita: 2005,201
70140358,4,22,Anno di uscita: 2018,202
70140358,5,16,Anno di uscita: 2018,203
81025696,1,10,Anno di uscita: 2021,204
80240027,1,10,Anno di uscita: 2019,205
80240027,2,10,Anno di uscita: 2020,206
80240027,3,10,Anno di uscita: 2021,207
81091393,1,26,Anno di uscita: 2019,208
80200942,1,8,Anno di uscita: 2018,209
80200942,2,8,Anno di uscita: 2019,210
80200942,3,8,Anno di uscita: 2020,211
80200942,4,8,Anno di uscita: 2021,212
80200942,5,8,Anno di uscita: 2022,213
70242311,1,13,Anno di uscita: 2013,214
70242311,2,13,Anno di uscita: 2014,215
70242311,3,13,Anno di uscita: 2015,216
70242311,4,13,Anno di uscita: 2016,217
70242311,5,13,Anno di uscita: 2017,218
70242311,6,13,Anno di uscita: 2018,219
70242311,7,13,Anno di uscita: 2019,220
80114855,1,10,Anno di uscita: 2017,221
80114855,2,9,Anno di uscita: 2019,222
80025172,1,10,Anno di uscita: 2015,223
80025172,2,10,Anno di uscita: 2016,224
80025172,3,10,Anno di uscita: 2017,225
70219484,1,12,Anno di uscita: 2011,226
70219484,2,12,Anno di uscita: 2012,227
70219484,3,24,Anno di uscita: 2013,228
70219484,4,12,Anno di uscita: 2014,229
70219484,5,20,Anno di uscita: 2015,230
70219484,6,20,Anno di uscita: 2016,231
80211991,1,10,Anno di uscita: 2018,232
80211991,2,10,Anno di uscita: 2019,233
80211991,3,10,Anno di uscita: 2021,234
70158330,1,19,Anno di uscita: 1993,235
70158330,2,26,Anno di uscita: 1993,236
70158330,3,26,Anno di uscita: 1994,237
70158330,4,25,Anno di uscita: 1995,238
70158330,5,26,Anno di uscita: 1996,239
70158330,6,26,Anno di uscita: 1997,240
70158330,7,25,Anno di uscita: 1998,241
80241545,1,6,Anno di uscita: 2020,242
80241545,2,6,Anno di uscita: 2021,243
80113701,1,13,Anno di uscita: 2016,244
80113701,2,12,Anno di uscita: 2017,245
80113701,3,12,Anno di uscita: 2018,246
80113701,4,13,Anno di uscita: 2019,247
80198988,1,8,Anno di uscita: 2019,248
80198988,2,8,Anno di uscita: 2021,249
80179394,1,22,Anno di uscita: 2017,250
80179394,2,22,Anno di uscita: 2018,251
80179394,3,20,Anno di uscita: 2019,252
80179394,4,22,Anno di uscita: 2021,253
70143843,1,22,Anno di uscita: 2009,254
70143843,2,22,Anno di uscita: 2010,255
70143843,3,22,Anno di uscita: 2011,256
70143843,4,22,Anno di uscita: 2012,257
70143843,5,20,Anno di uscita: 2013,258
70143843,6,13,Anno di uscita: 2015,259
70142405,1,20,Anno di uscita: 2005,260
70142405,2,20,Anno di uscita: 2006,261
70142405,3,21,Anno di uscita: 2007,262
80164216,1,26,Anno di uscita: 2015,263
80164216,2,12,Anno di uscita: 2016,264
80164216,3,13,Anno di uscita: 2018,265
80164216,4,13,Anno di uscita: 2019,266
80164216,5,13,Anno di uscita: 2019,267
80020542,1,22,Anno di uscita: 2014,268
80020542,2,22,Anno di uscita: 2015,269
80020542,3,21,Anno di uscita: 2016,270
80020542,4,22,Anno di uscita: 2017,271
80020542,5,12,Anno di uscita: 2019,272
80036416,1,10,Anno di uscita: 2015,273
80036416,2,12,Anno di uscita: 2016,274
80036416,3,12,Anno di uscita: 2016,275
80036416,4,12,Anno di uscita: 2018,276
80036416,5,12,Anno di uscita: 2019,277
80111373,1,10,Anno di uscita: 2016,278
80111373,2,10,Anno di uscita: 2017,279
80111373,3,10,Anno di uscita: 2018,280
80111373,4,6,Anno di uscita: 2019,281
70157460,1,13,Anno di uscita: 1998,282
70157460,2,22,Anno di uscita: 1998,283
70157460,3,23,Anno di uscita: 1999,284
70157460,4,23,Anno di uscita: 2000,285
70157460,5,23,Anno di uscita: 2001,286
70157460,6,24,Anno di uscita: 2002,287
80236318,1,10,Anno di uscita: 2020,288
80236318,2,10,Anno di uscita: 2021,289
80177458,1,10,Anno di uscita: 2020,290
80177458,2,10,Anno di uscita: 2021,291
80177458,3,10,Anno di uscita: 2022,292
80017537,1,13,Anno di uscita: 2015,293
80017537,2,13,Anno di uscita: 2016,294
80017537,3,13,Anno di uscita: 2017,295
80017537,4,13,Anno di uscita: 2018,296
80017537,5,13,Anno di uscita: 2019,297
80017537,6,13,Anno di uscita: 2020,298
80017537,7,16,Anno di uscita: 2021,299
80113647,1,21,Anno di uscita: 2016,300
80113647,2,22,Anno di uscita: 2017,301
80113647,3,10,Anno di uscita: 2019,302
80027158,1,22,Anno di uscita: 2014,303
80027158,2,22,Anno di uscita: 2016,304
80027158,3,20,Anno di uscita: 2016,305
80027158,4,17,Anno di uscita: 2017,306
80027158,5,19,Anno di uscita: 2019,307
70180057,1,22,Anno di uscita: 2010,308
70180057,2,25,Anno di uscita: 2011,309
70180057,3,24,Anno di uscita: 2012,310
70180057,4,24,Anno di uscita: 2013,311
70180057,5,25,Anno di uscita: 2014,312
70180057,6,20,Anno di uscita: 2015,313
70180057,7,20,Anno di uscita: 2016,314
70171942,1,10,Anno di uscita: 2009,315
70171942,2,13,Anno di uscita: 2011,316
70171942,3,13,Anno di uscita: 2011,317
70171942,4,13,Anno di uscita: 2013,318
70171942,5,13,Anno di uscita: 2014,319
70171942,6,13,Anno di uscita: 2015,320
70171942,7,10,Anno di uscita: 2016,321
70171942,8,8,Anno di uscita: 2017,322
70171942,9,8,Anno di uscita: 2018,323
70171942,10,9,Anno di uscita: 2019,324
70171942,11,8,Anno di uscita: 2020,325
70171942,12,8,Anno di uscita: 2021,326
80998491,1,6,Anno di uscita: 2019,327
80998491,2,6,Anno di uscita: 2020,328
80998491,3,6,Anno di uscita: 2022,329
80097140,1,10,Anno di uscita: 2018,330
80097140,2,8,Anno di uscita: 2020,331
80219707,1,10,Anno di uscita: 2019,332
80219707,2,10,Anno di uscita: 2020,333
80174479,1,10,Anno di uscita: 2018,334
80174479,2,13,Anno di uscita: 2019,335
80174479,3,13,Anno di uscita: 2020,336
70272726,1,5,Anno di uscita: 2013,337
70272726,2,6,Anno di uscita: 2014,338
70272726,3,6,Anno di uscita: 2016,339
80050063,1,24,Anno di uscita: 2014,340
80050063,2,4,Anno di uscita: 2016,341
80050063,3,24,Anno di uscita: 2018,342
80050063,4,24,Anno di uscita: 2019,343
80050063,5,24,Anno di uscita: 2021,344
80117540,1,8,Anno di uscita: 2017,345
80117540,2,10,Anno di uscita: 2018,346
80117540,3,10,Anno di uscita: 2019,347
80117540,4,10,Anno di uscita: 2021,348
80225312,1,10,Anno di uscita: 2019,349
80225312,2,10,Anno di uscita: 2020,350
80225312,3,8,Anno di uscita: 2021,351
70245234,1,12,Anno di uscita: 2013,352
70245234,2,12,Anno di uscita: 2014,353
70245234,3,12,Anno di uscita: 2015,354
70245234,4,12,Anno di uscita: 2016,355
70245234,5,12,Anno di uscita: 2017,356
70245234,6,12,Anno di uscita: 2018,357
70245234,7,10,Anno di uscita: 2019,358
70158332,1,25,Anno di uscita: 2001,359
70158332,2,26,Anno di uscita: 2002,360
70158332,3,24,Anno di uscita: 2003,361
70158332,4,22,Anno di uscita: 2004,362
70140438,1,9,Anno di uscita: 2007,363
70140438,2,10,Anno di uscita: 2008,364
70140438,3,10,Anno di uscita: 2009,365
70140438,4,8,Anno di uscita: 2010,366
70140438,5,8,Anno di uscita: 2011,367
70140438,6,10,Anno di uscita: 2011,368
70140438,7,6,Anno di uscita: 2013,369
81140470,1,8,Anno di uscita: 2021,370
81037371,1,10,Anno di uscita: 2020,371
81037371,2,10,Anno di uscita: 2021,372
80191236,1,13,Anno di uscita: 2018,373
80191236,2,8,Anno di uscita: 2021,374
80191236,3,6,Anno di uscita: 2021,375
80241239,1,10,Anno di uscita: 2020,376
80241239,2,10,Anno di uscita: 2021,377
80077417,1,10,Anno di uscita: 2016,378
80077417,2,13,Anno di uscita: 2017,379
80077417,3,13,Anno di uscita: 2018,380
80010655,1,13,Anno di uscita: 2015,381
80010655,2,10,Anno di uscita: 2016,382
80010655,3,10,Anno di uscita: 2017,383
80220679,1,6,Anno di uscita: 2021,384
80025744,1,12,Anno di uscita: 2015,385
80025744,2,12,Anno di uscita: 2017,386
80105699,1,12,Anno di uscita: 2016,387
80105699,2,12,Anno di uscita: 2017,388
80105699,3,10,Anno di uscita: 2018,389
80158319,1,4,Anno di uscita: 2018,390
80104198,1,10,Anno di uscita: 2018,391
80104198,2,10,Anno di uscita: 2019,392
80104198,3,8,Anno di uscita: 2021,393
80117038,1,10,Anno di uscita: 2017,394
80117038,2,10,Anno di uscita: 2018,395
80117038,3,11,Anno di uscita: 2019,396
80117038,4,10,Anno di uscita: 2020,397
80117038,5,10,Anno di uscita: 2021,398
80136311,1,7,Anno di uscita: 2017,399
80136311,2,10,Anno di uscita: 2018,400
80136311,3,10,Anno di uscita: 2019,401
70140450,1,6,Anno di uscita: 2006,402
70140450,2,6,Anno di uscita: 2007,403
70140450,3,6,Anno di uscita: 2008,404
70140450,4,6,Anno di uscita: 2010,405
70140450,5,1,Anno di uscita: 2013,406
80008434,1,13,Anno di uscita: 2014,407
80008434,2,15,Anno di uscita: 2015,408
80008434,3,14,Anno di uscita: 2016,409
80008434,4,13,Anno di uscita: 2017,410
80008434,5,13,Anno di uscita: 2018,411
80213445,1,8,Anno di uscita: 2020,412
80238565,1,6,Anno di uscita: 2018,413
80238565,2,6,Anno di uscita: 2019,414
80992783,1,4,Anno di uscita: 2021,415
80175722,1,8,Anno di uscita: 2017,416
80175722,2,8,Anno di uscita: 2019,417
81028174,1,10,Anno di uscita: 2021,418
81022733,1,9,Anno di uscita: 2020,419
81022733,2,9,Anno di uscita: 2020,420
80084447,1,13,Anno di uscita: 2016,421
80084447,2,20,Anno di uscita: 2017,422
80084447,3,10,Anno di uscita: 2018,423
80084447,4,12,Anno di uscita: 2019,424
80077977,1,10,Anno di uscita: 2016,425
80077977,2,10,Anno di uscita: 2016,426
80077977,3,10,Anno di uscita: 2017,427
80077977,4,10,Anno di uscita: 2017,428
80077977,5,10,Anno di uscita: 2018,429
80077977,6,10,Anno di uscita: 2018,430
80077977,7,10,Anno di uscita: 2019,431
80077977,8,10,Anno di uscita: 2020,432
80235864,1,6,Anno di uscita: 2018,433
80027563,1,12,Anno di uscita: 2011,434
80027563,2,14,Anno di uscita: 2013,435
80027563,3,13,Anno di uscita: 2014,436
80027563,4,13,Anno di uscita: 2014,437
81004164,1,12,Anno di uscita: 2013,438
81004164,2,12,Anno di uscita: 2015,439
81004164,3,9,Anno di uscita: 2021,440
80990381,1,10,Anno di uscita: 2021,441
80113612,1,12,Anno di uscita: 2015,442
80113612,2,12,Anno di uscita: 2018,443
80113612,3,12,Anno di uscita: 2020,444
80178687,1,13,Anno di uscita: 2018,445
80178687,2,16,Anno di uscita: 2018,446
80178687,3,16,Anno di uscita: 2019,447
80178687,4,13,Anno di uscita: 2021,448
80044950,1,8,Anno di uscita: 2016,449
80044950,2,8,Anno di uscita: 2019,450
80027159,1,13,Anno di uscita: 2015,451
80027159,2,19,Anno di uscita: 2015,452
80027159,3,13,Anno di uscita: 2017,453
80027159,4,13,Anno di uscita: 2018,454
80027159,5,13,Anno di uscita: 2019,455
70153385,1,6,Anno di uscita: 2001,456
70153385,2,7,Anno di uscita: 2002,457
70153385,3,8,Anno di uscita: 2003,458
70153385,4,8,Anno di uscita: 2004,459
70153385,5,10,Anno di uscita: 2005,460
70153385,6,6,Anno di uscita: 2006,461
70153385,7,10,Anno di uscita: 2007,462
70153385,8,10,Anno di uscita: 2014,463
70153385,9,10,Anno di uscita: 2015,464
70153385,10,10,Anno di uscita: 2016,465
70153385,11,10,Anno di uscita: 2017,466
70153385,12,10,Anno di uscita: 2018,467
81004936,1,8,Anno di uscita: 2020,468
81004936,2,8,Anno di uscita: 2021,469
81004936,3,8,Anno di uscita: 2022,470
80241027,1,9,Anno di uscita: 2020,471
80241027,2,10,Anno di uscita: 2021,472
80241027,3,10,Anno di uscita: 2022,473
80176878,1,8,Anno di uscita: 2017,474
80050008,1,8,Anno di uscita: 2017,475
80050008,2,10,Anno di uscita: 2018,476
80050008,3,7,Anno di uscita: 2019,477
80199393,1,10,Anno di uscita: 2020,478
80025384,1,13,Anno di uscita: 2015,479
80025384,2,13,Anno di uscita: 2016,480
80025384,3,13,Anno di uscita: 2017,481
80025384,4,12,Anno di uscita: 2018,482
80991848,1,8,Anno di uscita: 2021,483
81021929,1,10,Anno di uscita: 2020,484
81021929,2,7,Anno di uscita: 2022,485
80195378,1,6,Anno di uscita: 2021,486
80195378,2,6,Anno di uscita: 2019,487
80195378,3,6,Anno di uscita: 2018,488
